id,title,image_id,artist_display,date_display
85537,Camel's Head Facing Right,840090f2-e5af-4f66-ee6b-6861b9708587,"Unknown Artist
English, 19th century",n.d.
83705,"The Rest on the Flight into Egypt, known as The Madonna della Pappa",b562c3c6-912f-32d8-4f77-0cb814c8057a,"Possibly Abraham Delfos (Dutch, 1731-1820)
after Francesco Vanni (Italian, 1563-1610)",1700s
3331,Flock of Sheep and Sketches of a Hoof,ee300f73-834b-aec7-71ea-1544cd53f90d,"William Johnstone White
English, active 1804-1840",c. 1800
84796,Two Women Conversing Near House,396ef83b-ea99-4ad4-d0b6-ea7fcb0d39ea,"Style of Richard Westall (English, 1765-1836)
or John Renton (English, 1774-c. 1841)",1790
83892,Riders and Dogs in Rocky Landscape,20567d09-91de-1a2b-ebcc-5ad2f40d903c,"Possibly after Adam Pynacker
Dutch, 1622-1673",n.d.
132122,"Mr. and Mrs. Andrew Kozak House, Sleepy Hollow, California, Elevation",4b2077f7-b1de-5236-c5cb-4029ebb5bb6d,"Bruce Alonzo Goff
American, 1904-1982",1946
99550,New York Moonlight,f271b469-8398-30c7-f18a-fde8c1fadfaf,"Saul Steinberg
American, born Romania, 1914–1999",1974–81
124743,Seated Female Nude (Marta),a35bb1a5-24f1-7419-084e-b71d53fbea83,"Jack Beal
American, 1931-2013",n.d.
113510,Sheet of Sketches: Beheading of a Saint (recto); Several Slight Figure Sketches (verso),24dc53e9-b3be-b198-2c59-cce845220597,"Giovanni (Antonio) Bilivert (Italian, 1585-1644)
or Jacques Callot (French, 1592-1635)",1605/44
85887,Wooded Landscape with Cottage Beside Pond with Standing Cows,681e5ce0-6b54-8ac3-e27b-d5e44d0c8bc1,"James Robertson (English, active 1815-1836)
or Style of John Varley (English, 1778-1842)",n.d.
117724,End of the Line,34bdac19-b6c6-5651-8533-5a1644901c2a,"John Grazier
American, born 1946",1980
84756,Saint Healing a Child,b52e0fc4-a499-92fa-f269-833749a64a31,"School of Carlo Maratti
Italian, 1625-1713",n.d.
39658,Venezuelan Fantasy,7f015565-5755-cc82-c2cd-1e6fbc4071b2,"Rainey Bennett
American, 1907-1998",1940
3110,Brook in Forest,88ee22b9-01ca-988d-14e5-ab266e3639f7,"Unknown artist
possibly 19th century",n.d.
112227,Episodes from White Chapel Life,e2960a78-0800-7cdc-4369-03df3393a9c1,"Attributed to John Leech
English, 1817-1864",c. 1850
51206,The Bookmaker,c939d687-0699-e347-bd39-193ab1e5e86d,"Jean Louis Forain
French, 1852-1931",n.d.
112546,Aeneas at the Tomb of Anchises (recto); Aeneas at the Tome of Anchises (verso),a49c9a40-a7ae-f280-e9a4-7c1e41d5baf3,"Attributed to Nicolas Bernard Lépicié
French, 1735-1784",n.d.
242946,"Mechanical Study, Design Sketch",6d9df499-8c8e-9f9c-bcad-ec136afa1ce5,"Ludwig Mies van der Rohe
American, born Germany, 1886–1969",c. 1930–1950
113724,Standing Figure,ec9a31f6-d258-0654-1638-395bcebd5c25,"Jean François Millet
French, 1814-1875",1848/52
22620,Monk in the Ruins of a Monastery,baba2bb2-b31e-f85b-655c-5c546b81eed1,"Domenico Quaglio II
German, 1787-1837",1820/1830
85163,Half-Length Sketch of Bearded Man Leaning on Sill or Table,668ce66b-dbe3-4c7a-c9c3-923759a33db5,"Unknown Artist
Italian, n.d.",n.d.
4539,Women Fighting,a0774533-b4f8-1069-e9c5-91ce9620debc,"William Rothenstein
English, 1872-1945",n.d.
190942,"Marshall Field & Company Model Factory, Chicago, Illinois, First Floor Plan",aee2bcb2-f141-a10b-a8d5-4b3b515f3efc,"D. H. Burnham & Co.
American, 1891-1912",c. 1900/05
113163,"Study for Guild Hall, from Microcosm of London",2688635b-58b8-c572-f225-4c35c84a30af,"Augustus Charles Pugin (English, born France, 1762-1832)
Thomas Rowlandson (English, 1756-1827)",c. 1808
35541,Heavy Lies the Head that Wears a Brain,545d6795-d3e6-18e9-394d-a9d3282a0111,"George Wesley Bellows
American, 1882-1925",c. 1922–23
45176,King Charles IV of Spain,edccecb4-0ca4-a3e6-ab4b-3b9e2e20c97e,"Eugenio Lucas Velázquez (Eugenio Lucas y Padilla)
Spanish, 1817-1870",n.d.
85064,Monk Turning Sideways,f22d9387-c030-c5c9-cf89-8a4c6f116c36,"Andrea Lilio 
Italian, 1555-1642",n.d.
58583,Blue Pitcher with White Fabric,cf0dbaa8-1562-43b4-0712-11cee9b90591,"Jeanette Pasin Sloan
American, born 1946",1979
145869,Seated Nude,9c7bdc73-cceb-a9fd-dd2c-2f0a633ac384,"Jules Pascin
American, born Bulgaria, 1885-1930",1926
150814,Proun,214a4ba0-d6cc-4e8d-432c-0ec3a343125b,"El Lissitzky (Lazar Markovich Lissitzky)
Russian, 1890-1941",1920
146881,Linda Eye Series I (Magenta),8f3ce42d-cf16-adc5-85c6-44ff3e396ea2,"Chuck Close
American, 1940-2021",1977
201957,Clay Judson Jr.,eddece32-0f39-fe58-35a9-3f49ac8c5b25,"Sylvia Shaw Judson
American, 1897-1978",n.d.
81962,Prometheus Taking Fire From Olympus,cfcbd01a-c8bb-c431-03ad-3ffafb685c8a,"Possibly Ludovico Cardi, called Il Cigoli (Italian, 1559-1613)
or possibly Marco Antonio Franceschini (Italian, 1648-1729)
or possibly Circle of Lorenzo de' Ferrari (Italian, 1680-1744)
or possibly Circle of Paolo de Matteis (Italian, 1662-c. 1728)",n.d.
117528,A Man in 17th Century Costume,772d1ea2-17f6-e825-ff5e-f9ea4c0a1dec,"Unknown artist
English, late 18th-early 19th century",n.d.
74110,Landscape with Two Ruined Castles,f223da32-f57d-4dc3-9b7b-f61256de0cd8,"Victor Marie Hugo
French, 1802-1885",1847
115339,"Fluttering Spread Thy Purple Pinions, Gentle",a8fd840d-46e6-9b38-832b-704b110a8645,"John Wood, the younger
English, 1728-1781",n.d.
147063,"The Die, also called the Weight of Passions",e0045e52-29d3-a737-ea04-aceeb9475e25,"Odilon Redon
French, 1840-1916",1878/82
102683,Woman on the Stairs No. 2,2af01235-0948-8705-6615-4376c5648344,"Jane Dickson
American, born 1952",1984
24309,Study for The Rock,5680c832-1ae9-a5ad-230f-2373cc6460ca,"Peter Blume
American, born Russia, 1906-1992",1943/48
83639,Original Studies for Shakespeare's Tempest,26b39d36-324a-f677-68b2-309bc683512e,"John Massey Wright
English, c. 1773-1866",1824/29
113768,"Classical Urn in Front of a Shed, with Temple and Mountain in Background",66b22d55-263a-3892-9a7a-b3bed715c68a,"Pierre Antoine Mongin
French, 1761/62-1824/27",n.d.
3227,Caricature of Canon Sorri,5709895d-dbc1-575a-f5c0-5213434450a1,"Angelo de Rossi
Italian, 1671-1715",n.d.
81253,Roman Chariot Race (After Antique Bas Relief),c0ad2b65-fdd3-e4a1-3819-8a1ddbd75823,"Attributed to Sébastien Le Clerc, the Younger
French, 1676-1763",n.d.
3224,Fishing Boat on Shore,93589cfd-4282-2e92-1ff1-297816e5efb8,"J. K. Rutter
British, active late 19th century",c. 1878
93802,A Face from Georgia,5e8ff889-2138-0a5c-267e-c938169285cd,"Ivan Albright (American, 1897–1983)",1970–74
95743,Alexander the Great Plans World Conquest,2b910949-5315-0a3c-03ab-15f7a5617d37,"Antoine Dieu
French, 1662-1727",n.d.
83654,Standing Woman Holding Child By the Hand,dff9c612-f243-be88-e64b-b23907cb06b6,"Salvador Dalí
Spanish, 1904-1989",1938
156299,Christmas Stockings Hanging Over the Fireplace,38855284-a42d-3669-7875-b124b2a27787,"William Michael Harnett
American, born Ireland, 1848-1892",n.d.
217882,"860–880 North Lake Shore Drive, Mezzanine Floor Plan",c5e77cd8-4485-35b6-4b56-f5cac55dd8b4,"Ludwig Mies van der Rohe (American, born Germany, 1886–1969)
Frank J. Kornacker (American, active 1940s–1950s)
Holsman, Holsman, Klekamp and Taylor (American, 20th century)
Pace Associates (American, 20th century)",11/22/1949
18752,Illegal Trades-No.1 The Bottled Cherry,c29db780-21b2-a1f7-f20d-d8816af87a2a,"John Northcote Nash
English, 1893-1977",n.d.
194756,Birth of the Virgin,194572ce-8203-f829-f223-c46475e5e18d,"Giuseppe Cades
Italian, 1750-1799",c. 1784
85923,Madonna and Child with Adoring Saints,997f336b-00e8-48bf-e5ac-4445afef32a6,"Guglielmo Caccia, called Il Moncalvo (Italian, 1568-1625)
or possibly Giuseppe Antonio Caccioli (Italian, 1672-1740)
or possibly Francesco Vanni (Italian, 1563-1610)",n.d.
150819,Portrait of Vallin,69c1096b-1afe-d9af-4f05-23344187e5c6,"Amedeo Modigliani
Italian, 1884-1920",1918
64459,Prayer,c12ed006-5aa2-fd8f-f641-b8ed2f6086bf,"Rodolphe Bresdin
French, 1825-1885",n.d.
95665,Study for the Death of Saint Peter Martyr,2e36d891-9141-7262-581f-9b05b449cdca,"Circle of Giorgio Vasari
Italian, 1511-1574",c. 1571
84967,San Carlo Borromeo Adoring an Image of the Birth of the Virgin,63821514-b277-fe5e-1600-1476c61aeeb9,"Sigismondo Caula
Italian, 1637-1724",1684/87
183278,Landscape after the Ancient Masters,0b479042-7cbf-d283-afae-5026c6931474,"Zhang Hong (Arnold Chang)
American, born 1954",2004
113360,"Sheet of Sketches: Soldiers, Horses and a Landscape",66805954-a4b1-8eb6-3654-9c752f1e9930,"Jean Louis André Théodore Géricault
French, 1791-1824",1813/14
18615,Winter Scene: Design for a Ballet,37f02bb0-84e8-0270-e7a9-c5957acd04ab,"Nicolai Remisoff
American, born Russia, 1887-1975",n.d.
98036,A la pintura: White 7-9,edf1ed4d-4e87-fff2-9b4a-5fa19e63be2f,"Robert Motherwell (American, 1915-1991)
published by Universal Limited Art Editions (American, founded 1955)","1968–71, published 1972"
31784,Art Critics,b9258d10-7514-501f-80c6-50cafaf81fe3,"Max Beerbohm
English, 1872-1956",1909
75865,In Joy and Sorrow Think of Me (valentine),8fba74e7-201d-6136-ea0b-0d167e34033a,"Unknown Artist
English, 19th century",c. 1840
145903,"The Loggia, Vizcaya",97ac2988-428b-e1c2-4227-83ea8941fe9e,"John Singer Sargent
American, 1856-1925",1917
85171,Mucius Scaevola Putting His Hand in the Flame before Porsenna,5c516e3f-0b12-5625-8a54-b41c2b78520e,"After Polidoro Caldara, called Polidoro da Caravaggio
Italian, c. 1499-c. 1543",n.d.
49989,Farmyard with Man and Cattle,5cd56f01-7007-7ca8-5d25-8720637a0f39,"Constant Troyon
French, 1810-1865",n.d.
13791,"Seated Female Nude, Seen from Behind",079d1741-cb91-6864-dac9-b95c058a5af0,"Jane Poupelet
French, 1878-1932",n.d.
4928,Study,603823f4-aef1-4afc-7192-49753935412a,"Edouard Jean Vuillard
French, 1868-1940",c. 1899
51252,At the Club,6b5e69b1-4aa7-41d4-7146-5ce5e6e231f2,"Charles Samuel Keene
British, 1823-1891",1870/91
39414,"Study for Portrait of a Man in an Armchair, from Collection d'imitations de Dessins d'après les Principaux Maîtres Hollandais et Flamands",ee8711c3-1899-a1ea-8bfd-690336670e3f,"Christian Josi (Dutch, died 1828)
after Rembrandt van Rijn (Dutch, 1606-1669)",1826
178875,"Second Presbyterian Church, Chicago, Illinois, Transverse Section",7d9bb1d0-2b6f-b113-b4d9-967ccda662dc,"Renwick and Sands
American, 1862-1877",1874
84270,Isaac and Rebecca at Well,48eb432a-dbfe-7f86-3384-2f543484f876,"Theodor van Thulden
Dutch, 1606-1669",n.d.
3409,Timothy Tom,1254f93d-ca29-43df-c71c-8565b658e38f,"Albert Edward Jackson
English, 1873-1952",c. 1905
190606,“That was one of the strongest solar flares in some time.”,0433e3f9-6bdc-bea7-64c9-4c48f6dd77a6,"Nick Downes
American, active 20th century",n.d.
105833,Study for The Rock,69cb17a7-0d2d-bd4b-d549-ea89db64c7a2,"Peter Blume
American, born Russia, 1906-1992",1943/48
64135,Rounded Up in the Square at Beament,1d79ced7-06c2-ea1c-7063-dce15d3f0bca,"John Tinney McCutcheon
American, 1870-1949",1914/15
11542,Child Drinking (Child in High Chair),a5d64385-fea1-0acc-1534-203ec42b6224,"Seymour Rosofsky
American, 1924-1981",1944/60
199629,Untitled,5975bed2-1cce-ceab-bf91-1b9a218d52d1,"Rudolf Stingel
Italian, born 1956",2008
39249,"The Hall, Levens, Westmoreland",9b308930-d0ac-5884-c9cf-b583ab1fc368,"Joseph Nash
English, 1808-1878",n.d.
229998,Conjunction 79–31,14fa1d96-d1a2-9ab1-b911-699ebae3b072,"Ha Chong-Hyun 
Korean, born 1935",1979
83028,"Allegorical Female Figure with Lion, Lamb, Two Putti",74794163-bdc3-f1ae-0e83-fa0a639e3d50,"Baron Frederic Leighton
English, 1830-1896",n.d.
94066,Accident,9f94fbea-5370-f246-a771-1801a807df90,"Charlotte Hart
American, born 1944",1973
94014,"Egearat, Turkey",0e79d092-9079-d012-0f85-a893679e606b,"Ivan Albright
American, 1897-1983",1973
27819,The Scullion,efb0a0e1-9129-cac6-231a-b1e9ebff3766,"Théodule Ribot (French, 1823–1891)",c. 1865
83099,Sailor and Gentleman,6ff6abd6-ae9a-4cc5-c288-5babd3ffef77,"Philipp William May
English, 1864-1903",n.d.
114318,A Sporting Character,cfcd4a54-d301-9ba9-8ec9-19169f66cf43,"Attributed to David Allan
Scottish, 1744-1796",1754-1796
243151,"Resor House, Jackson Hole, Wyoming, Elevation Sketches",9cb8bcb6-34e4-fb34-4afd-7523e2c42db1,"Ludwig Mies van der Rohe
American, born Germany, 1886–1969",n.d.
113154,"Study for Debating Society in Piccadilly, from Microcosm of London",602d5d2c-36cc-b934-a732-4813059ab30d,"Augustus Charles Pugin (English, born France, 1762-1832)
Thomas Rowlandson (English, 1756-1827)",c. 1808
112042,Man in Cake with Top Hat,64f8fcb9-0d04-8610-e1fa-15d1085cad1c,"Seymour Rosofsky
American, 1924-1981",1970s
113455,Woman Seen From Behind,7e4a00d7-7c70-9793-bb25-e270e08f59b2,"Aristide Joseph-Bonaventure Maillol
French, 1861-1944",n.d.
3811,Epitaph of Charles Sackville,3efc8cc1-09ac-ce89-7f93-eb66ec5ae028,"After Giovanni Battista Pittoni, the younger
Italian, 1687-1767",n.d.
84107,Draped Kneeling Female Nude,79f1808d-b82d-ec9a-25f7-7559d4f90a84,"Abraham Jansz. van Diepenbeeck
Flemish, 1596-1675",n.d.
18909,Study for Excavation,34cca236-47e0-9b05-63c8-ad0afaf07425,"Peter Blume
American, born Russia, 1906-1992",1943/48
85684,Figures in Hilly Landscape,9e06f132-e7ed-b4e4-094e-94104e3c03e2,"Style of Giovanni Francesco Grimaldi (Italian, 1606-1680)
or follower of Paul Bril (Flemish, 1554-1626)
or after Remigio Cantagallina (Italian, 1582-1656)",n.d.
84959,Conversion of Saint Paul,dc346a0d-a4b2-33c9-7264-6d57bda97dc7,"After Raffaello Sanzio, called Raphael
Italian, 1483-1520",18th century
27943,Mahana no atua (Day of the God),a4bef587-48a4-d186-813d-f297441b1ab3,"Paul Gauguin (French, 1848–1903)",1894
78784,It's the Wind,2c03e923-67ec-f158-88d7-c9ac6540c9b7,"Yves Tanguy
American, born France, 1900-1955",1951
114324,Two Three-Mast Ships on Stormy Sea,6a5ee387-d17e-9031-2c6d-18c2a6b7e068,"Unknown artist
British, 1800-1899",1800-1899
9284,"Female Nude Near Fireplace, Arms and Legs Crossed",e88ab0b9-81c5-c449-5539-be06e5849f8f,"Duncan Grant
English, 1885-1978",1923
85905,Two Allegorical Female Figures Clasping Hands before Book,2cc77891-602f-7eed-a845-c5edd6f65402,"Attributed to Thomas Stothard
English, 1755-1834",1830/34
7405,Christ on the Cross,6430a7b7-dbdf-13d4-d227-13b4b28d9f35,"Attributed to Sebastiano Conca
Italian, 1680-1764",n.d.
16112,Study for The Rock,a8013617-b508-5048-c81c-9a035075d5a7,"Peter Blume
American, born Russia, 1906-1992",1943/48
85226,The Colonnade of the Louvre,8de70a7b-cee7-51ce-2573-b95bbfe13736,"Victor Jean Nicolle
French, 1754-1826",n.d.
192761,Tree III,f3f60f27-9624-2d71-deff-1f83c6944307,"James Bishop
American, 1927-2021",n.d.
240222,"Carson Pirie Scott & Co. Centennial Competition/State Street Redevelopment, Study and Teaching Collection",03479f68-f84c-71a6-7895-fc12a3ce3e1d,"James Edwin Quinn
American, 1895–1986",c. 1954
117489,Idole II,156d9321-547b-1b62-63bc-aa284cc0bbe5,"Frantisek Kupka
Czech, 1871-1957",n.d.
70017,"Cloister of Chapel — Grey Friars, from In Thackeray's London",d81d1f7c-5ea3-3268-a148-80a5a2841bd4,"Francis Hopkinson Smith
American, 1838-1915",c. 1913
109615,Three Column Capitals,1ca4b620-df36-3215-c105-0c27f73ddd57,"Giovanni Battista Piranesi (Italian, 1720-1778)
style of Cherubino Alberti (Italian, 1553-1615)",n.d.
186406,Oak Branch,a72c7248-28af-7527-b067-70f2db93b1f1,"Henri Rousseau
French, 1844–1910",1907/08
54856,View of the City and Harbor of Palermo with a View of Monte Pellegrino,05e4ebf0-65cc-6aee-dc12-32c0ea2568ce,"Adrien Manglard
French, 1695-1760",n.d.
202056,Untitled (Still-Life with Flowers and Fruit),f5535dd9-3589-a991-c6ab-abb4c2bbe53c,"Sylvia Shaw Judson
American, 1897-1978",n.d.
83564,Sketch from the Escurial,91fe647e-33fa-94ca-ccf9-17eb1d7c2d73,"Sir David Wilkie
Scottish, 1785–1841",n.d.
220775,Design for Printed Textile,7640c9f8-8ce6-f273-a4f4-c2e1fca261d5,"Fredrica Justina (Freddie) Staack (American, 1903-1967)
France, Paris",1929/34
115960,The Fountains Playing at La Granga,d57e3bca-24e7-bc5e-e3ec-f7e786f4cf09,"Joseph Pennell
American, 1857-1926",c. 1903
109920,Bust of Eva Maatz,cdc27397-9977-63c6-efd4-96aef7efb03d,"Gerhardt Wilhelm von Reutern
German, 1794-1865",c. 1827
53068,Peasants Fighting a Mounted Soldier,5510bdfe-66d7-5d45-6870-74f221fc6ee8,"Leopoldo Méndez
Mexican, 1902-1969",1936/45
82859,Tree on Bluff Beside Water,d80558aa-d77d-684b-def4-9aead29e54be,"Joshua Wilson Faulkner
English, 1770-1830",n.d.
201879,"Untitled (Two Figure Studies; Recto), Unititled (Figure Sketch; Verso)",f874721e-1aa7-a2f6-44d4-e12e1608fbcb,"Sylvia Shaw Judson
American, 1897-1978",n.d.
88370,Harlequin,e3885a0e-b9e4-819f-67aa-d42f5c9a1fbc,"Edgar Degas
French, 1834-1917",1885
184408,Untitled,abe31fbe-1eff-404b-f1e6-eb9433973c11,"Louise Bourgeois
American, 1911-2010",1949
83159,Fantastic Oriental Landscape,b99180a0-dfb5-928b-f52e-f4e6244529bb,"John Martin (English, 1789-1854)
or William James Muller (English, 1812-1845)",n.d.
146957,"Open–Air Theatre for Classic Plays, Highland Park, Illinois, Perspective",1ff4f28a-9c35-abfe-2291-e3c6603d3ea8,"Franz Lipp
American 1897–1996",1928
82471,Two Grappling Figures,c5f228a8-7297-e48d-71e1-322c9c049bc2,"After Salvator Rosa
Italian, 1615-1673",n.d.
129756,Saint Anthony Abbot,3db93232-7c80-7663-f683-fe3bb672cf24,"Fra Angelico (Guido di Pietro; Italian, c. 1395/1400–1455)",1440–41
95656,Neptune,a577474c-bd0e-864c-b96d-df83c44b3407,"Follower of Charles Le Brun
French, 1619-1690",n.d.
131572,Study for a plate from The Task,90760ff5-56b0-5b10-9237-4f7ac923ad3c,"Thomas Stothard
English, 1755-1834",c. 1800
158113,Sacrificed Animal from a Set of Four Ritual Cards (Tsakalis),1967791b-6648-abe6-d3f7-ccf654605f4d,Mongolia,20th century
25790,The Adoration of the Eucharist,15a87438-df7b-8fe1-203f-e0b4d36236a0,"Peter Paul Rubens (Flemish, 1577–1640)",c. 1626
63959,"San Francisco, Study",d13c4473-7521-3a8e-523b-616702d30b19,"Charles Meryon
French, 1821-1868",1855–56
82864,Bust of Bearded Man,92dce3b8-a5bd-8c8f-6628-81f3511cdaf1,"John Flaxman or possibly after
English, 1755-1826",n.d.
84745,Saint Peter Visiting Saint Agatha in Prison and Healing her Wounds,70b57cc9-91a7-348f-8932-c76aa573b40c,"Anton Raffael Mengs (German, 1728-1779)
or Unknown Artist (Italian, 1650-1749)",n.d.
107042,Crater Range Near Santiago Chile South America,30d28330-4921-10c4-6919-dbe8714f4a14,"Joseph Yoakum
American, 1890-1972",c. 1965
75676,Valentine envelope,ebbc2bb0-c584-0f83-c505-4009e67d54fb,"George Kershaw
English, 19th century",c. 1850
32749,Midsummer in the Alleghenies,53752314-963a-7336-3a31-4d295fb4ef7d,"Charles Ephraim Burchfield
American, 1893-1967",1955
112154,"Study for San Francisco, far left section",18b2d1f9-d630-93c5-9255-c96c99fcc8f6,"Charles Meryon
French, 1821-1868",1855–56
39230,A Thirsty Soul,da7dba84-76ba-8d9a-1e0b-c36ea7d11c8f,"Hablot Knight Browne
English, 1815-1882",n.d.
201695,"Bizzarri House, Cincinnati, Ohio, Floor Plan",7171f761-4d9d-b9a4-d30b-f69d53c76f56,"Richard Joseph Neutra
American, born Austria, 1892–1970",1957
82994,Wolf Hunt in Russia,351fb7e5-10a6-728a-9aef-e997f610774e,"Attributed to Samuel Howett
English, c. 1765-1822",n.d.
198864,Apocalyptic Landscape,f0558583-4869-5afd-d215-e83988f60b7f,"Ludwig Meidner
German, 1884-1966",1914
93324,"Art Institute of Chicago Competition, Plan Study",9b78b73a-2baa-3518-6e9f-055b2d47c45c,"Paul Philippe Cret
American, 1876–1945",1934
47135,Diminishing Returns,b6b75216-1c22-8431-6ed4-2e5cab135a93,"Art Green
American, 1941-2025",1973
182970,The Prophet (Part 5/6),c6069299-82a2-4908-0544-2ef8d47ad422,"Francis Alÿs
Belgian, born 1959",1999–2001
152727,The Divers,2201e595-da09-28a7-834f-91f98acc0356,"Fernand Léger
French, 1881-1955",1942
83121,Shepherd Dog,723c0864-9fac-485c-807e-025f98ab85d0,"After George Morland
English, 1763-1804",n.d.
115166,Two Girls at Gate,bf1be372-39d9-cfc7-119f-af442c2f4fc0,"Elizabeth Murray
English, c. 1815-1882",n.d.
82306,Pink Composition (Composition en rose),28789d64-9012-0b86-782a-cdb6e847ba84,"Zao Wou-Ki
French, born China, 1921-2013",1951
150794,Still Life on a Pedestal Table,b2a479b8-ce7c-a8fb-792d-5e719bec4554,"Georges Braque
French, 1882-1963",c. 1920
83051,"The Bars from Tantallon, Scotland",3ef908e4-a936-6789-f25a-60a4f83bf330,"William Leighton Leitch
Scottish, 1804-1883",1863
94021,"Jackson Hole, Wyoming",7679ff21-5ba9-7953-70a7-213a656f8a2b,"Ivan Albright
American, 1897-1983",1973
55688,"Dividing Ridge Bolling Green, Mo.",7a439f03-fcb1-ea36-ca5b-8f2bca6e5aad,"Joseph Yoakum
American, 1890-1972",1963/65
98034,A la pintura: White 7-9,80417f99-ab41-63b5-b810-31882ece26ea,"Robert Motherwell (American, 1915-1991)
published by Universal Limited Art Editions (American, founded 1955)","1968–71, published 1972"
82067,Woman Looking into a Shop Window,4f127aa2-e589-2df8-a5e8-1d70c78abda5,"Federigo Zandomeneghi
Italian, 1841-1917",1880/1917
152751,The Odyssey Suite Portfolio,a06d82ea-222d-70c9-2b1b-ec52e8c69a83,"Christian Eckart
Canadian, born 1959",1988/90
95629,The Assumption of the Virgin,5ca2c467-88a6-db7c-ee7d-06ca92d66489,"Possibly Jacopo Robusti, called Tintoretto (Italian, 1519-1594)
or possibly John Devoto (England, active 1719-1776)",n.d.
11018,Portrait of Gwethalyn Jones,8a40c91a-a3e7-c205-6092-d046e66ad371,"Julius Gari Melchers
American, 1860-1932",c. 1902
151151,Untitled,c78375b3-1f9f-65ed-e0ea-bcfe34a78c77,"Carl Ostendarp
American, born 1961",1993
198829,Untitled,e9aa52ad-ded6-bed2-db3b-861d9d203b44,"Arturo Herrera
American, born Venezuela, 1959",1998
3384,"Funerary Monument Inscribed ""Poesia Muta""",e21f683b-7701-14fe-53b6-fe8e370caf7d,"Unknown Artist
French, 18th century",n.d.
243153,"Top of a Highrise Building, Perspective",ea5d3ca2-6fef-adb2-68e9-9fca09c8d006,"Ludwig Mies van der Rohe
American, born Germany, 1886–1969",1946/50
216310,"The Statesman - 21 Story Apartment Building: Architectural Working Drawings, A1-A14",37c5bbcd-114b-e5ec-cb87-13d6db0a00e5,"Milton M. Schwartz
American, 1925–2007",c. 1961
82211,Upper Portion of Decorative Mantlepiece,7a6ed043-691e-b97f-177d-619788fa4dcd,"Andrea Carlo Lucchesi
English, 1860-1924",n.d.
81004,Standing Prophet Holding a Book,d5de2bf5-3adf-19ac-2af0-e66a5d97ef3c,"After Lattanzio Gambara
Italian, c. 1530-1574",n.d.
129045,Ever the Same (valentine),8112f199-f57f-ff22-ef75-ff71cf63dab2,"George Kershaw
English, 19th century",c. 1840
7043,Untitled,34f72642-c237-be96-b395-89276e26f5e5,"Jimmy Ernst
American, born Germany, 1920-1984",1956
76522,"Office Building, Forty North Dearborn Street, Chicago, Illinois, Presentation Drawing",fb7020e3-97d0-55c6-a7f5-85ec2b53bdf9,"James Edwin Quinn
American, 1895–1986",1939
102039,"Treppenlosen House, Berlin, Floor Plan",976d1746-3d91-e334-66b6-ba3b7eb7417a,"Ludwig Karl Hilberseimer
American, born Germany, 1885-1967",1930
149991,Portrait of Jalane Davidson,ba8dd964-aa52-9961-32f2-b51deb0dfdfd,"Martha Mayer Erlebacher
American, born 1937",1983
152719,Untitled,1012a4a0-8008-2482-4adc-87f4a9f83560,"Raymond Pettibon
American, born 1957",1989
155163,Fashion Designs,dad24001-ae28-30dd-7ee0-cb9c7715f01b,"France, Paris",March 1934
115961,"San Martín, Segovia",135e7083-270d-0ceb-323c-363dcce2e874,"Joseph Pennell
American, 1857-1926",c. 1903
107113,A la pintura: Black 5-11,65fa4f1b-2e54-376c-2329-7382d815a224,"Robert Motherwell (American, 1915-1991)
published by Universal Limited Art Editions (American, founded 1955)","1968, published 1972"
14818,Sea Apples,1f537dda-3887-f46a-ffc6-8428117cc527,"John Whorf
American, 1903-1959",n.d.
47134,Rest for the Weary,6a02e60b-12d7-2fb5-50d7-4eb6dc1ef7e1,"Philipp William May
English, 1864-1903",1902
94009,"Alicia's Azaleas on St. Mary's River, Georgia",7447cb51-40eb-b81c-665c-407ca8e0b05d,"Ivan Albright
American, 1897-1983",1962
114925,Design for Trophy with Gardening Tools,24fed701-aaba-44b8-9a84-1c31d08369d4,"Attributed to Jean Baptiste Huet (French, 1745-1811)
or Jean Baptiste Pillement (French, 1719/28-1808)",n.d.
37020,Maroc,7e302ba9-ba28-fc6f-b082-0103d7848570,"Amédée Ozenfant
French, 1886-1966",1919
18658,Design for a Monumental Vase,5567d944-4425-e8a1-deb5-f2a63412a31b,"Augustin Pajou
French, 1730-1809",1778
242961,"Mountain House, Aerial Perspective Sketch",b1e362ba-e260-f38d-f9d3-0b48ecc2dcf1,"Ludwig Mies van der Rohe
American, born Germany 1886–1969",1934
110342,Standing Girl in Profile to Left with Whip and Toy Sleigh,fc14d6db-b90a-3439-f426-ef9c8cdeeed9,"Unknown Artist
American or English, 19th century",n.d.
131238,"Study for a plate from The Triumphs of Temper, in the 1796 Royal Engagements Pocket Book",797ffc64-ff41-fe62-7ce3-c089946e6dd6,"Thomas Stothard
English, 1755-1834",c. 1795
113166,"Study for Herald's College, The Hall, from Microcosm of London",00b3a513-4a1f-54d0-869d-3347496762ce,"Augustus Charles Pugin (English, born France, 1762-1832)
Thomas Rowlandson (English, 1756-1827)",c. 1808
83347,Scene from Romantic Novel,be98f0f7-bd63-0905-87e6-e73a440ddac6,"Henry Marriott Paget
English, 1846-1936",1902
193267,Untitled Sketches for Furniture,7a2c365f-df16-dcce-de4c-8536a39305db,"Frank O. Gehry
American, born Canada, 1929",c. 1993
14790,Doctor Syntax on the Road,959e250c-5ffe-f5f2-4c54-bcf035188cb0,"Thomas Rowlandson
English, 1756-1827",n.d.
