id,title,image_id,artist_display,date_display
193301,Untitled,16e61231-1fdc-1b20-a716-1623e5a5c859,"Seymour Lipton
American, 1903-1986",1960
85068,Decorative Design,a36454e6-c0ac-1745-2746-2c374ca5465c,"Possibly Lodovico Carracci
Italian, 1555-1619",n.d.
16175,"Sketch of Makeup for Globe Man, for Hogarth Ballet",b506e888-6b48-9b7f-7f3f-e6d51bc6c168,"Nicholson, William Newzam Prior, Sir
English, 1872-1949",c. 1925
66784,"860-880 North Lake Shore Drive, Stair Details",d5fc6c93-e6e7-f7ae-edb1-ddca1af56c87,"Ludwig Mies van der Rohe (American, born Germany, 1886–1969)
Frank J. Kornacker (American, active 1940s–1950s)
Holsman, Holsman, Klekamp and Taylor (American, 20th century)
Pace Associates (American, 20th century)",2/23/1950
16327,The Annunciation,77951d0c-d781-eac6-f4ff-f13cc5cfc0cf,"Jean Hey (Master of Moulins; Netherlandish, c. 1480-c.1504)",1490–95
113304,Pastoral Scene with Couple and Cows,5667c439-79eb-a760-b258-43db951e1e18,"Rudolph Grossmann
German, 1882-1941",n.d.
34896,"Lung'Arno from Hotel Window, Florence",f2931a47-b4fb-8be5-4916-9d1b2e9cc2b0,"Charles Sydney Hopkinson
American, 1869-1962",c. 1925
236576,"Trumbell Park Housing Project, Chicago, Illinois, Perspective",5104b93e-6544-1534-75b3-4d3da4b71cc6,"Franz Lipp
American, born Germany, 1897-1996",1935
105874,Study for The Rock,f8eb252d-8ddb-aaa6-d71f-9fb2211b6b7c,"Peter Blume
American, born Russia, 1906-1992",1942
104431,"House #3, Small Homes Guide, Perspective Rendering",533b480b-2d41-b20a-6e00-4d897d5bee36,"Bertram A. Weber
American, 1898–1989",1948
11109,Mazerbo (Venice),b4259cfa-a7a2-91fb-d4a0-773c3b7825f8,"Léonid Berman
American, born Russia, 1896-1976",1955
203153,Street Scene with Figures,5a88217d-26d4-dcc3-2d89-78154eb35624,"John Marin
American, 1870-1953",1895/1900
83884,Hur in Chaldea,1429245d-04a0-d858-0206-1d071ee9fb84,"Jan Peeters, I
Flemish, 1624-c. 1677",c. 1665
11725,Colonel Impitt,00bf230f-4374-374b-a1d7-1d166af4f92b,"Attributed to Samuel Cousins
English, 1801-1887",n.d.
190915,"Alexander Hamilton Memorial, Chicago, Illinois, Perspective with Reflecting Pool",d22fe1e9-9234-0501-9f10-ddbf35b46c50,"Eliel Saarinen (American, born Finland, 1873–1950)
John Angel (American, 1881–1960)",1932/37
95889,Diogenes Searching for an Honest Man,f4bf8145-a551-dd3c-d117-74994973f8a5,"Unknown Artist
Euopean, 19th century",n.d.
85841,Study for the Allegory of Birth,47e61f3f-015b-0eb6-a6dc-43613fd5b20e,"After Giorgio Vasari
Italian, 1511-1574",n.d.
82403,Virgin and Child with the Infant John the Baptist,23a06b69-12d5-e4e3-7cb5-3e0d762a405e,"Luca Penni
Italian, 1500/04-1557",1540/56
103360,"Illinois Institute of Technology Chapel, Chicago, Illinois, Plan and Interior Perspective",4f7d2f6e-6be9-7038-baf1-99c3ca762a46,"Ludwig Mies van der Rohe
American, born Germany, 1886–1969",c. 1949–1952
275326,Golden Millet Dream,54ed2cfb-e1d0-61c9-eeb5-904abe195e5e,"Bingyi (Chinese, born 1975)",2019-2023
128955,Weddings Now Are All the Go (valentine),997dd29d-cecb-073d-779b-bbdd654aa9a2,"Thomas Wood
English, 19th century",1855/60
39184,The Little Lecturer,af1fab5d-3bd4-744b-718e-37362d0e685a,"Hablot Knight Browne
English, 1815-1882",n.d.
2848,Scene from Bohemian Life,15c13ae6-7fe8-d06b-7462-aee0c985b220,"James McNeill Whistler
American, 1834-1903",1855/57
107275,A la pintura: White 1-2,b8d005f6-6d56-0c88-8a47-ee0bff187b27,"Robert Motherwell (American, 1915-1991)
published by Universal Limited Art Editions (American, founded 1955)","1971, published 1972"
98191,Circles of Confusion I,2a4f2748-0bf5-457e-9b99-a9f437ecd77b,"James Rosenquist (American, born 1933)
published by Universal Limited Art Editions (American, founded 1955)",1966
86669,Study of Bathers,858722ff-9083-aae4-f933-c63d9a07a569,"Rodolphe Bresdin
French, 1825-1885",n.d.
113652,"Study for an illustration in Tacitus ""Tibère, ou Les Six Premiers Livres des Annales"", Book III, Vol. 2, 2nd Study",711e056d-0604-30a1-09d7-ae1c2684981d,"Hubert François Gravelot
French, 1699-1773",c. 1768
157165,Design on Paper,b42ba3fa-32c0-7186-1f7a-ee55787bdb46,Japan,
87199,Farm Near Suspension Bridge,7edcb70f-5bef-0350-4547-d254c92cfe1d,"Serge Férat
French, born Russia, 1881-1958",n.d.
31778,Heads of Horses and Unicorns,e5987da2-cc72-103f-3fe0-9eb8feee30e4,"Follower of Leonardo da Vinci
Italian, 1452-1519",1530/40
46420,"Study for the Engraving Thalkirchen, from series Views of",ad97019d-6000-9345-2a1d-ad1931757623,"Wilhelm Alexander Wolfgang von Kobell
German, 1766-1855",c. 1818
20710,Seated Female Nude,b5d8aa4f-4308-729c-2af0-8ce15cd82314,"Larry Rivers
American, 1923-2002",1960
136394,"The Attack on Chew's House during the Battle of Germantown, 1777",a6f189f9-4bd8-85c4-ac28-0497458efa49,"Edward Lamson Henry
American, 1841–1919",1878
67213,En Soiree,f57bd82b-6a07-b9c6-0380-8683b3e88dda,"Jean Louis Forain
French, 1852-1931",n.d.
95722,Three Sailboats,bad72898-f63f-ef25-0439-4117e5fa1ccb,"Willem van de Velde, II
Dutch, 1633-1707",n.d.
113718,"Sketches of Figures, Pandanus Leaf, and Vanilla Plant",2e30ccae-65e6-47f6-bfaf-d884aee19cc8,"Paul Gauguin
French, 1848-1903",1891/93
151514,Untitled (Pyramid & Cactus),7193e572-2755-f9b6-2865-cf9772c50b18,"H. C. Westermann
American, 1922-1981",1970
186412,A Portrait Medallion of King Louis XV Surrounded by Putti Carrying the Attributes of Fame and History,aef14690-2107-c009-b67e-c7dbbed2dcac,"Gabriel Jacques de Saint-Aubin
French, 1724–1780",1774
8294,African Village,aff28b07-1884-1d17-ea8f-d5fe17b6ecff,"Rodolphe Bresdin
French, 1825-1885",n.d.
113315,Study of Kneeling Figure,b1e19cac-89a8-d3ec-dd6a-5493e4d70ac0,"Jean Louis André Théodore Géricault
French, 1791-1824",1818
16560,"Stack of Wheat (Snow Effect, Overcast Day)",db36f74f-47d9-ad08-cdf9-b4b436e6d18c,"Claude Monet (French, 1840–1926)",1890–91
116122,Study for Psyche,a9152787-819c-87b9-220c-ce76b3cdc67d,"Wilfrid Gabriel de Glehn
English, 1870-1951",1901
43505,Sketches of Swine and an Ox,8849f45b-511a-e99f-0097-977bfbfdf8cd,"Charles François Daubigny
French, 1817-1878",n.d.
107209,A la pintura: White 1-2,d1f0e7e7-2689-9f4a-2228-0b7dda0f598d,"Robert Motherwell (American, 1915-1991)
published by Universal Limited Art Editions (American, founded 1955)","1968, published 1972"
242945,"Mechanical Study, Design Sketch",9834c643-847e-69af-8a98-c67656e3820c,"Ludwig Mies van der Rohe
American, born Germany, 1886–1969",c. 1930–1950
100264,Hercules and the Hydra of Lerna,19bc2169-c12a-4d47-0b4d-cf5bea54bf3b,"Gustave Moreau
French, 1826-1898",c. 1876
48706,Moses,8144147e-6bc4-656e-de24-f80d1300ceb7,"Circle of Bernardino Gatti, called Il Sojaro
Italian, c. 1495-1575",n.d.
149772,Portrait of Monroe Wheeler,5f38c9a6-0776-7885-7903-f6740086eab0,"Pavel Tchelitchew
American, born Russia, 1898-1957",1942
203154,Street Scene (Oyster Shop),f55760c7-4802-f4f6-3bc0-3f3950d940b8,"John Marin
American, 1870-1953",1895/1900
38663,The Full Moon Crawled Through the Trees,9c28c4e8-6c80-351b-386b-1119348d319a,"William T. Wiley
American, 1937-2021",1971
212589,"Walton-Seneca Building, Chicago, IL, East Elevation",91d206b3-2d45-3ba7-bf8d-89170821459c,"Bertrand Goldberg
American, 1913-1997",1977
115151,"Freddy Seymour, Kilkenny",fbf08af9-fd11-c759-d629-07e69a176700,"Elizabeth Murray
English, c. 1815-1882",1843
137063,Untitled #8,9c6da1de-2434-eb91-709b-6667a536c1ea,"Agnes Martin
American, born Canada, 1912-2004",1990
85726,Cavalier in Tournament Costume on Horseback,0cbd354e-2bd1-5034-3eb9-974db5c46d28,"Circle of Niccolò dell' Abbate
Italian; c.1512-1571",n.d.
149728,Untitled,ba00c56c-a7f4-5e88-f413-c8b22223c809,"Raymond Pettibon
American, born 1957",1988
149022,Saint Francis of Assisi Adoring the Virgin and Child,8edbe464-c9f9-5f29-e54f-aa8bebb82e2b,"Denys Calvaert
Flemish, c. 1540-1619",1607
3347,Ruth and Boaz,90523541-0294-8554-928b-2ac8e8bfa65f,"Possibly Jacob Weyer
German, active 1645 - 1670",n.d.
41033,"""'The unwelcome hints of Mr. Shepherd, his Agent,' Chapter I"" frontispiece for Jane Austen's Persuasion",dbfcdaa8-ce31-febb-3960-9b38c6ad7b41,"Charles Edmund Brock
English, 1870-1938",1898
113109,Reclining Female Nude (recto and verso),277c5050-a1c4-d858-1fb1-b037dfc62798,"Alfeo Faggi
American, 1885-1966",1905/38
149026,Pilate Washing His Hands,eafe83ac-bdc3-1261-88a5-1780bc15a2d8,"Jacques Callot
French, 1592-1635",1631–1634
149470,Street Scene,dc8a257c-a5f0-d714-7a84-ad282ba4306c,"Théophile-Alexandre Steinlen
French, born Switzerland, 1859-1923",n.d.
103869,"Juvenile Protective Association Building, Chicago, Illinois, Plan",b14f4917-3823-7396-3a09-e3059d475328,"Margaret McCurry
American, born 1943",1984
97863,"Illinois Wesleyan University Chapel, Bloomington, Illinois, Perspective",e1f39448-171e-3f8c-96cb-c715ed0c49e9,"Benjamin Weese
American, born 1929",1982
181713,The Three Story Question (rose),11208547-d67e-b189-fc6a-aad34708761a,"Don Eddy
American, born 1944",1991
192767,Mondrian II,bfe92259-8917-e1f6-9223-e6a7bc8fd599,"James Bishop
American, 1927-2021",n.d.
75197,Study of Two Heads,ef5926d3-a975-8615-527e-9dfe7ffe2183,"Max Beckmann
German, 1884-1950",before 1947
95909,Three Putti Playing with Dog,1af7b815-e96e-7b4d-1308-37eea0032c71,"Unknown Artist
possibly French, 18th century",n.d.
157189,Design on Paper,ca2c046d-d28f-aba9-426d-d30fbbee2af7,Japan,
84140,Kneeling Magdalene and Tomb Attendant,965bfce2-2395-fff4-e5e0-d8365b61d37f,"After Federico Barocci
Italian, c. 1535-1612",n.d.
159209,Studies of Nudes,0b5af87d-a6fa-f9dd-4071-4ebe9ae4cb3f,"Henry Fuseli
Swiss, active in England, 1741-1825",n.d.
155130,Fashion Design,804abd38-42d8-d369-86cc-41b105485060,France,1920s/30s
82844,The Handwriting on the Wall,3b7ae82b-b45a-6060-ee89-5190a7596321,"Attributed to or after John Doyle
Irish, 1797-1868",n.d.
113332,Studies of a Woman and a Soldier,00f63118-6ca3-f5f8-2515-e8aa27b84b3f,"Jean Louis André Théodore Géricault (French, 1791-1824)
or Horace Vernet (French, 1789-1863)",1818/19
178815,"Gene and Nancy Bavinger House, Section, Norman, Oklahoma, Design Drawing",66bdc297-270a-1b0e-5d26-dc3fb76b77b3,"Bruce Alonzo Goff
American, 1904-1982",1950–51
38994,All Soul's College from the Radcliffe Library,d7f1cef3-110f-5a71-d602-1cd861405ea8,"Augustus Charles Pugin
English, born France, 1769-1832",1810/20
88379,Portrait II,f2f92e46-4bf2-f9a9-c61b-827022291a0e,"Zubel Kachadoorian
American, born 1924",1961
84710,Portrait of a Man,8c8f3b0a-9a58-87c5-5678-2eb3afb5ce2c,"Possibly William Hoare (English, c. 1707-1792)
or Godfrey Kneller (English, born Germany, 1646-1723)
or Charles Jervas (Irish, c. 1675-1739)",n.d.
82527,Portrait of Pietro Testa,41b29923-426a-3da7-899a-b4bb942196ae,"After Pietro Testa
Italian, 1611/12-1650",after c. 1645
46454,Two Running Male Figures,c8c447cb-6f8a-8be4-80d2-94a77d77a5b3,"Jean Baptiste Carpeaux
French, 1827-1875",n.d.
81281,Trees,84134ffe-bc7c-1f2b-52b7-6e35dc68184e,"Philip Jacques de Loutherbourg
French, 1740-1812",n.d.
83394,Paul Before Festus and Agrippa,31ecff92-6d4c-4f6e-fd82-c60ad18ea7d7,"Charles Reuben Ryley
English, c. 1752-1798",n.d.
202026,Untitled (Envelope Decorated with Men in Orange Striped Shirts),776b37ec-d23e-cd97-bad7-043b2f0ec919,"Edward Gorey
American, 1925-2000",1950
84119,Anthony van Dyck,8aa9c6c2-ec93-b72c-5319-8a6127e90008,"Possibly after Anthony van Dyck
Flemish, 1599-1641",n.d.
44565,Greta,ddfc11b2-74a9-91c0-e902-6913e1db8475,"John Ruskin
English, 1819-1900",1876
46443,Martyrdom of Saint Peter,c02d3a92-209e-b89d-19fb-c4eea2a73d07,"Jean Baptiste Carpeaux (French, 1827-1875)
after Anthony van Dyck (Flemish, 1599-1641)",1863
44084,Woman with a Bird Cage,a55d85fc-616b-629d-907b-75a35d4bb5c7,"Rufino Tamayo (Mexican, 1899–1991)",1941
83261,Ancient Statue of Agrippina,61e593f4-6358-87d1-35ec-bbeae3954520,"John Downman
English, 1750-1824",1775
85318,Venus and Paris,5fc93d5b-7fb3-1205-2153-aeb60506ace7,"Attributed to Pietro Dandini
Italian, 1646-1712",n.d.
82969,Samuel Clarke,d57d0657-4c5d-16ad-e6f3-9be04575786c,"Joseph Highmore
English, 1692-1780",n.d.
83785,Soldiers in Battle,65d82697-ca59-c490-82d9-44ac3ed159e8,"Possibly Jan van Huchtenburgh 
Dutch, 1647-1733",n.d.
81740,Standing Draped Male Figure in Three-quarters Profile (recto); Putto (verso),5cb454ff-4662-9ff5-398a-0dc8a7dbbfa2,"Follower of Baccio della Porta, called Fra Bartolommeo
Italian, 1472-1517",1540/50
73474,Untitled (Cette chair qui se touche...),25bdd2fc-7054-9abd-6df3-942965f70588,"Nancy Spero
American, 1926-2009",1970
84840,Hemlock,56a73ed5-6266-373c-f128-c04f56cc9b83,"Unknown Artist
British, n.d.",n.d.
14697,Gladioli - Flower Study #4,b44ff968-fed8-fef4-e40d-3d6ee7578788,"Charles Demuth
American, 1883-1935",1925
19339,Arlésiennes (Mistral),ae6ac285-6887-dd76-4570-d379c786dfae,"Paul Gauguin (French, 1848–1903)",1888
127297,Victoriana,38f84fcf-35f0-e5c8-1349-6ba4984b365e,"Minetta Good (American, 1895-1942)
published by the Works Progress Administration",1935/42
115157,Girl with Toy Horse at Langham House,3e15b6b2-ff5a-0d73-7c97-a1c32984330d,"Elizabeth Murray
English, c. 1815-1882",1838
149014,Untitled,676362f1-89d3-4714-8657-af67b8e1bc08,"Paul Klee
German, born Switzerland, 1879-1940",1918
84768,Joshua Commanding the Israelites,1d9fccaa-834d-2944-ca43-59e8eba309b5,"Circle of Jacopo Zanguidi, called Bertoia (Italian, 1544-c.1573) 
or Circle of Federico Zuccaro (Italian, 1540/41-1609",n.d.
202007,"Goodbye, Little Yellow Bird!",e8bee267-909a-9cf6-c4f3-3b4da2a6e352,"Edward Gorey
American, 1925-2000",1948
113103,Cavalry on the March (recto); Fragment of Sketch of Horse (verso),15823814-5301-a617-5782-f90084df320e,"Thomas Rowlandson
English, 1756-1827",1794 (recto); n.d. (verso)
112290,Dock Scene (recto); Two Sketches of Male Figures (verso),81f12300-0429-a6a6-fcfc-3208b13383fd,"Guillaume Courtois
French, 1628-1679, active in Italy",1660/64
51237,"Study for Punch, Volume 90",4da0ff79-b081-d29f-9ab0-18ffe8ff899f,"Charles Samuel Keene
British, 1823-1891",1886
98353,Nine French Bank Notes I,81e02ee8-acab-e36b-c416-8f01aa9b41ca,"Larry Rivers (American, 1923-2002)
published by Universal Limited Art Editions (American, founded 1955)",1963–64
105276,"Fort Wayne Arts Center and Theatre of the Living Arts, Fort Wayne, Indiana, Elevation",f63fa78a-6830-5928-b0f0-0eed6444875e,"Louis Kahn
American, 1909–1974",1969
90372,Seated Female Nude,a2f473d9-a737-f1d6-a334-b489d0dcecf3,"Charles Despiau
French, 1874-1946",n.d.
105836,Study for The Rock,3d463d62-4abc-1358-817c-fce2cead5f40,"Peter Blume
American, born Russia, 1906-1992",1943/48
82901,Landscape with Cows,c64ae76c-3500-c74f-8fe2-8638b7704444,"Thomas Monro (English, 1759-1833)
or Thomas Gainsborough (English, 1727-1788)",n.d.
60656,The Star,0850f3ab-a29d-acc7-0d3b-0551ceeea5ed,"Edgar Degas
French, 1834-1917",1879/81
102161,"Portrait of a Young Woman, from Melancholy",4fc8d7d2-b1da-e779-6ea3-e09ad75c716d,"Adolf Hiremy-Hirschl 
Hungarian, 1860-1933",c. 1915
147639,Study for Many Mansions,a53816bf-b6d6-89ce-e5bd-61c431f43b2d,"Kerry James Marshall
American, born 1955",n.d.
81331,Moses Drawing Water from the Rock,30470d01-cfb5-b295-7b47-27feee536e40,"Possibly after Charles Le Brun (French, 1619-1690)
or after Nicolas Poussin (French, 1594-1665)",n.d.
31946,View in Wales,63751ec8-a6c9-9a24-8cba-5cbaf0b4db27,"David Cox, the elder
English, 1783-1859",n.d.
66524,Hannah Jane Locker Lampson,5ce84d87-b509-a752-ded9-8cf4e6085048,"Kate Greenaway
English, 1846-1901",1898
46939,Sleeping Man,633279e3-ada3-7f0d-d050-50070dd824a9,"Henry Stacy Marks
English, 1829-1898",c. 1890
93792,"Elm Street Bridge, Woodstock, Vermont",746977c6-3b61-cf13-0159-55d63b3e3ba3,"Ivan Albright
American, 1897-1983",1965
157172,Design on Paper,1d6fd492-9630-3667-e9fe-ad13cddcdcfc,Japan,
85583,Sleeve,3404c1d0-e20d-1118-9cb1-61ce1b966879,"Unknown Artist
British, 19th century",n.d.
84219,Conversion of St. Paul (recto); Man Seen from Back (verso),2d80386e-92fd-d54a-9ed5-3fd6dda33d2f,"After Giovanni Antonio da Pordenone
Italian, c. 1483-1539",n.d.
85398,Venus and Cupid,7d046105-bcb6-22c0-461f-8c52b95ed41a,"Circle of Francesco Mazzola, called Parmigianino
Italian, 1503-1540",n.d.
220798,Design for Printed Textile,4bb126f9-5fa4-1027-6427-fd9db8bf0db1,"Fredrica Justina (Freddie) Staack (American, 1903-1967)
France, Paris",1929/34
81232,Cat Asleep in Basket,95d4e815-019b-b273-9154-9d36371484af,"Auguste Andre Lançon 
French, 1836-1887",n.d.
50284,The Return of Ulysses,bc4e81cc-4be4-ddf9-96af-338647a05675,"After Theodor van Thulden (Dutch, 1606-1669)
After Francesco Primaticcio (Italian, 1504-1570)",c. 1633
150820,Portrait of Mary Wigman,f23d80f2-5eb1-eb06-dc92-b7360b9f44d2,"Emil Nolde
German, 1867-1956",c. 1920
120154,"Still Life—Strawberries, Nuts, &c.",1cddae1c-99d5-462f-4aa6-128c0732ac11,"Raphaelle Peale (American, 1774–1825)",1822
155172,Fashion Designs,d56865bc-9139-2e63-6745-9c6301698ed7,"France, Paris",March 1934
107268,A la pintura: Blue 12-13,a1cd2c36-e8aa-9524-bd47-7d9ae409de11,"Robert Motherwell (American, 1915-1991)
published by Universal Limited Art Editions (American, founded 1955)","1969–71, published 1972"
44265,The Goatherd Lamon Handing the Infant Daphnis to His Wife Myrtele,d357e610-b5ab-c646-69d3-7111200d90fe,"Ambroise Dubois
French, 1543-1614",after 1606
78921,Study for 'The Mirror of Venus': Kneeling Female Figure,ef8f5528-1473-942b-6b5a-f68cc8d27ad1,"Sir Edward Burne-Jones
English, 1833-1898",c. 1873–77
211097,Portrait of Theodore Roussel,be3a0712-fed2-c29f-f03d-87c08d2cfe79,"Raphael Roussel
English, 1883-1967",c. 1920
75613,Untitled Valentine (Temple of Love in a Ring of Flowers),a84f557e-186c-fe8a-4e2b-289d27a1f1f5,"Unknown Artist
English, 19th century",c. 1850
82042,After the Antique: Greek and Amazon,79db9b22-690b-3c98-e3bc-b40576a6fe2c,"Battista Franco, called Il Semolei
Italian, c. 1510-1561",1530/36
213023,Q3-81-OP #10,38eb5151-7f3c-c43a-f91e-4bec6a7a7cbd,"Jack Tworkov
American, born Poland, 1900-1982",1981
83079,Portrait Bust of Youth,22fe95a4-61ba-0820-9e56-1f1704146e7f,"Follower of George Henry Harlow (English, 1787-1819)
or Sir Peter Lely (English, 1618-1680)",n.d.
77008,"Kroch's and Brentano's Bookstore, Old Orchard Shopping Center, Skokie, Illinois, Presentation Drawing",8407ed8d-9f6d-62aa-8fdd-0d28374c179d,"Coder Taylor Associates (American, founded 1960)
David  Laughlin (American, 20th cen.)",c. 1968
84397,Cowherd with Bull and Dog in Ruins,faf1fe03-a952-c394-6655-a71dfa5bca1d,"Possibly after Johann Heinrich Roos
German, 1631-1685",n.d.
8159,Robert Penn Warren,2f4f3133-921e-d0f8-fb09-803c74318d7d,"Zubel Kachadoorian
American, born 1924",1957
109578,"Apartment H, Floor Plan",9a72ae44-1035-f48d-3f9f-3c31e1b9e032,"Howard Van Doren Shaw
American, 1869–1926",N.d.
198261,Study for Untitled (08-05),f7f9957a-5b84-0cbf-f35d-8b512726c546,"Richard Rezac
American, born 1952",2008
85138,Flying Angel with Sketches of Dove and Putto's Head,ba8e965a-c98c-6cc3-b74e-14f7e16a0eea,"Follower of Donato Creti
Italian, 1671-1749",n.d.
31790,Sir William Eden Revisiting Paris,5cb3f308-c493-bb84-901a-03fa77309541,"Max Beerbohm
English, 1872-1956",1907
95946,Grove of Trees with Hills in Distance,8ee55d1f-555e-6ab8-29f9-5718db74e869,"After Giovanni Francesco Grimaldi
Italian, 1606-1680",n.d.
113499,Floor Plans for a House,914eedb1-888e-02ae-a70e-1d530b739bae,"John Marin
American, 1870-1953",1915
128997,Untitled Valentine (Putti),b8c816d0-c41c-7aed-f83a-5b96cf227e83,"Mullord Brothers
English, 19th century",1850/59
4573,Mother Nursing Child,6589721f-bbf9-29fd-1520-a59667fe5a90,"Eugène Carrière
French, 1849-1906",n.d.
180892,Sketch of Man with a Hat and Fragment of Woman’s Shoulder,3b639c78-16ce-2db7-6c68-72c74eb2670e,"Paul Gauguin
French, 1848-1903",1891/93
14678,Montmartre,e332d07e-21ef-2ba0-4938-cf480f3795cb,"Francis Chapin
American, 1899-1965",n.d.
70937,"Illinois Institute of Technology Chapel and Parish House, Chicago, Illinois, Exterior Perspective",e5d26a48-0bf8-9561-55d6-2282cbe4ce34,"Ludwig Mies van der Rohe
American, born Germany, 1886–1969",1949
115274,Portrait of a Man,9ccee709-2cbc-52e8-d836-da263939e3b9,"Hugh Douglas Hamilton
Irish, c. 1739-1808",1770
187679,Study for Saint Bartholomew and Drapery,b0db4499-ab20-1677-a3fa-5e5ef6b07b78,"Pompeo Girolamo Batoni
Italian, 1708-1787",c. 1740
79069,Coast of Sorrento,86d6dcf5-4c90-4524-1aa8-96b6bb2fd842,"William Stanley Haseltine
American, 1835-1900",1858
75816,Oh! Give Dear All Thy Love to Me (valentine),76ea83c6-2428-45c3-d2de-92670bf6ee35,"George Meek
English, 19th century",c. 1840
55685,[...]Rganau Range[...]inehaulds France,74eb8af6-cd3c-9b3a-6aec-76c6279df036,"Joseph Yoakum
American, 1890-1972",1963/65
42551,Two Gentlemen Helping a Drunk,25d5d5a7-531c-daa3-c176-00aa5825667a,"Frederick Barnard
English, 1846-1896",1880/96
179480,"Vernon S. Watson House, Oak Park, Illinois, Elevations",afd83dbd-edae-eee7-e16d-adfc20711d33,"Tallmadge and Watson
American, 1905–1934",1904
93855,"Standing Moroccan Man, in Profile",97427114-637a-954f-6804-0511df2bc64f,"John Warner Norton
American, 1876-1934",1929
112416,Putto with Garland,15968bf2-35a0-2e9a-c33c-804743168b90,"Andrea Lilio 
Italian, 1555-1642",n.d.
113868,Gulf of Mexico Ocean (recto); Columbia (verso),1ed87e04-ea54-d252-4956-f9f1121cd9b8,"Joseph Yoakum
American, 1890-1972",c. 1971
66568,Eddie at the Seashore,62665cba-9a1b-d06f-d597-9c3989ad40ea,"Kate Greenaway
English, 1846-1901",n.d.
186310,Anemones in a Vase (recto and verso),4ec6706d-1358-03ae-bb09-cf58c4553fd8,"Henri Matisse
French, 1869–1954",1944
181216,Man and Woman,3329fa3e-c069-5bc7-793a-535da260f252,"Ernst Ludwig Kirchner
German, 1880-1938",c. 1909
186816,Nicole:  March 1997,271accbf-1281-f6d7-fc55-af35c00df4e7,"Kent Bellows
American, 1949–2005",1997
104363,"Cornell Towers, Chicago, Illinois, Perspective Rendering",74718ff8-d9a6-6a59-a156-fe14d07c0816,"Maurice L. Bein (American, born Russia, 1897–1978)
Charles L. Morgan (American, 1890–1947)",c. 1925
83161,Head of Roman Emperor,256a1c71-d2c6-06a4-6802-11237779b9e1,"William Mulready
English, born Ireland, 1786-1863",n.d.
220811,Design for Printed Textile,80b81da2-3195-0887-4aad-8667977b5252,"Fredrica Justina (Freddie) Staack (American, 1903-1967)
France, Paris",1929/34
93900,Portrait of a Man in Costume,9b1c3d61-5f9b-c7a2-a5ea-f48248836160,"Jean-Honoré Fragonard (French, 1732–1806)",c. 1767–68
112515,Assumption of the Virgin (recto); Sketches of Architectural Details (verso),050553af-5d3d-7562-44f5-1bcd03c2949c,"Unknown Artist
Italian, 16th/17th century",n.d.
29903,Study of a Groom,a219f5b2-891c-f69e-ba6b-077f8eb828d7,"Jean-Baptiste Greuze
French, 1725-1805",c. 1760
115673,Landscape,8fc7bbe4-5f49-a4e4-3e0c-b91495912226,"William Henry Stothard Scott of Brighton (English, 1783-1850)
or Joseph Powell (English, 1780-1834)
or an unknown artist (British, 19th century)",n.d.
62296,Wound Interrogation,b0576730-8095-b9e6-c6f4-288113d70529,"Roberto Matta
Chilean, 1911–2002",1948
113395,Cross-Section of a Pillared Hall and Three Figure Sketches,5d27a546-4f3b-45de-e349-ec7c0863962e,"Jean Louis André Théodore Géricault
French, 1791-1824",1813/14
220780,Design for Printed Textile,70057ea2-e10c-4dab-8b02-d36046e7a3b3,"Fredrica Justina (Freddie) Staack (American, 1903-1967)
France, Paris",1929/34
8290,The Prisoner,d5806a4f-d592-7978-1c28-d073ff7a6aac,"Rodolphe Bresdin
French, 1825-1885",n.d.
35717,Portrait of a Peasant Woman,7f753e93-8579-abab-6c79-1a35ff67ba53,"Adolph Menzel
German, 1815–1905",1884
114037,Hercules and Antaeus Design for a Fountain,4cf2d9d2-44e6-c672-7700-d8f71875706d,"Attributed to Martin Desjardins (Dutch, 1639/40-1694)
or Jacques Desjardins (Dutch, 1671-c. 1716)",n.d.
82600,Seated Woman Reading,3769241b-6d9a-8c7a-ccdf-4a0d28763c8c,"François Boucher (French, 1703-1770)
or Antonio Zanchi (Italian, 1631-1722)
or possibly after Abraham Bloemaert (Dutch, 1566-1651)",n.d.
11709,Saint John the Evangelist,3cc70755-985f-f6f8-9424-aad279b9de89,"Pascal Adolphe Jean Dagnan-Bouveret
French, 1852-1929",n.d.
134050,Broken and Restored Multiplication,50e1bbe4-c398-9a59-1aa2-2af951bad1c3,"Suzanne Duchamp
French, 1889–1963",1918–19
83206,Two Men in Profile (from Bas Relief),5c0f4eef-fea3-472d-ec1d-a1a1c24ab2f5,"John Downman
English, 1750-1824",n.d.
81080,Judgement of Paris,c313a9e0-4839-9d50-b363-1fad8e4c4f35,"Attributed to Francesco Trevisani
Italian, 1656-1746",n.d.
111078,Portrait of a Man,5efa3af7-3e68-29c9-f63b-f4ca41951e22,Flemish,c. 1575
179464,"Norman C. Deno House, Highland Park, Illinois, Bedroom Built-In Furniture",a77d2010-5a40-3530-4570-7c5d87e83e01,"Lloyd Morgan Yost (American, 1908–1992)
Delineated by Walter Netsch (American, 1920–2008)",1947
204134,Untitled (Roosters),7fe3656c-4c7b-231f-fa60-91704a86c31d,"William Steig
American, 1907-2003",c. 1970
